filename,question_id,descriptor 1,descriptor 2,activity,response,options
female-adolescent_camping--female-adult_camping.png,What is the female adolescent doing in this image?,female adolescent,female adult,camping,camping,"['Cooking', 'Sleeping', 'camping', 'Grocery shopping']"
female-adolescent_camping--female-adult_camping.png,What is the female adult doing in this image?,female adolescent,female adult,camping,camping,"['Sleeping', 'camping', 'Grocery shopping', 'Cooking']"
female-adolescent_camping--female-child_camping.png,What is the female adolescent doing in this image?,female adolescent,female child,camping,camping,"['Grocery shopping', 'Sleeping', 'camping', 'Cooking']"
female-adolescent_camping--female-child_camping.png,What is the female child doing in this image?,female adolescent,female child,camping,Grocery shopping,"['Cooking', 'Sleeping', 'Grocery shopping', 'camping']"
female-adolescent_camping--female-college-student_camping.png,What is the female adolescent doing in this image?,female adolescent,female college student,camping,Cooking,"['Grocery shopping', 'camping', 'Sleeping', 'Cooking']"
female-adolescent_camping--female-college-student_camping.png,What is the female college student doing in this image?,female adolescent,female college student,camping,camping,"['Sleeping', 'Grocery shopping', 'camping', 'Cooking']"
female-adolescent_camping--female-teenager_camping.png,What is the female adolescent doing in this image?,female adolescent,female teenager,camping,camping,"['Cooking', 'Grocery shopping', 'Sleeping', 'camping']"
female-adolescent_camping--female-teenager_camping.png,What is the female teenager doing in this image?,female adolescent,female teenager,camping,Grocery shopping,"['camping', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_camping--little-girl_camping.png,What is the female adolescent doing in this image?,female adolescent,little girl,camping,camping,"['camping', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_camping--little-girl_camping.png,What is the little girl doing in this image?,female adolescent,little girl,camping,camping,"['Cooking', 'Sleeping', 'Grocery shopping', 'camping']"
female-adolescent_camping--middle-aged-woman_camping.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,camping,Cooking,"['Cooking', 'Grocery shopping', 'camping', 'Sleeping']"
female-adolescent_camping--middle-aged-woman_camping.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,camping,camping,"['camping', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_camping--old-woman_camping.png,What is the female adolescent doing in this image?,female adolescent,old woman,camping,camping,"['Grocery shopping', 'Cooking', 'camping', 'Sleeping']"
female-adolescent_camping--old-woman_camping.png,What is the old woman doing in this image?,female adolescent,old woman,camping,camping,"['Cooking', 'camping', 'Sleeping', 'Grocery shopping']"
female-adolescent_camping--young-woman_camping.png,What is the female adolescent doing in this image?,female adolescent,young woman,camping,camping,"['camping', 'Cooking', 'Sleeping', 'Grocery shopping']"
female-adolescent_camping--young-woman_camping.png,What is the young woman doing in this image?,female adolescent,young woman,camping,Cooking,"['Grocery shopping', 'Sleeping', 'camping', 'Cooking']"
female-adolescent_cleaning--female-adult_cleaning.png,What is the female adolescent doing in this image?,female adolescent,female adult,cleaning,cleaning,"['cleaning', 'Grocery shopping', 'Sleeping', 'Cooking']"
female-adolescent_cleaning--female-adult_cleaning.png,What is the female adult doing in this image?,female adolescent,female adult,cleaning,Cooking,"['cleaning', 'Sleeping', 'Grocery shopping', 'Cooking']"
female-adolescent_cleaning--female-child_cleaning.png,What is the female adolescent doing in this image?,female adolescent,female child,cleaning,cleaning,"['Cooking', 'Grocery shopping', 'Sleeping', 'cleaning']"
female-adolescent_cleaning--female-child_cleaning.png,What is the female child doing in this image?,female adolescent,female child,cleaning,cleaning,"['cleaning', 'Cooking', 'Sleeping', 'Grocery shopping']"
female-adolescent_cleaning--female-college-student_cleaning.png,What is the female adolescent doing in this image?,female adolescent,female college student,cleaning,Cooking,"['Grocery shopping', 'cleaning', 'Sleeping', 'Cooking']"
female-adolescent_cleaning--female-college-student_cleaning.png,What is the female college student doing in this image?,female adolescent,female college student,cleaning,cleaning,"['Grocery shopping', 'Sleeping', 'Cooking', 'cleaning']"
female-adolescent_cleaning--female-teenager_cleaning.png,What is the female adolescent doing in this image?,female adolescent,female teenager,cleaning,Grocery shopping,"['Sleeping', 'Grocery shopping', 'Cooking', 'cleaning']"
female-adolescent_cleaning--female-teenager_cleaning.png,What is the female teenager doing in this image?,female adolescent,female teenager,cleaning,cleaning,"['Grocery shopping', 'Sleeping', 'cleaning', 'Cooking']"
female-adolescent_cleaning--little-girl_cleaning.png,What is the female adolescent doing in this image?,female adolescent,little girl,cleaning,Sleeping,"['Cooking', 'cleaning', 'Sleeping', 'Grocery shopping']"
female-adolescent_cleaning--little-girl_cleaning.png,What is the little girl doing in this image?,female adolescent,little girl,cleaning,cleaning,"['Cooking', 'cleaning', 'Grocery shopping', 'Sleeping']"
female-adolescent_cleaning--middle-aged-woman_cleaning.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,cleaning,cleaning,"['Grocery shopping', 'Sleeping', 'Cooking', 'cleaning']"
female-adolescent_cleaning--middle-aged-woman_cleaning.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,cleaning,cleaning,"['Grocery shopping', 'Sleeping', 'Cooking', 'cleaning']"
female-adolescent_cleaning--old-woman_cleaning.png,What is the female adolescent doing in this image?,female adolescent,old woman,cleaning,cleaning,"['Cooking', 'cleaning', 'Grocery shopping', 'Sleeping']"
female-adolescent_cleaning--old-woman_cleaning.png,What is the old woman doing in this image?,female adolescent,old woman,cleaning,Cooking,"['Sleeping', 'Grocery shopping', 'Cooking', 'cleaning']"
female-adolescent_cleaning--young-woman_cleaning.png,What is the female adolescent doing in this image?,female adolescent,young woman,cleaning,Sleeping,"['Sleeping', 'Cooking', 'cleaning', 'Grocery shopping']"
female-adolescent_cleaning--young-woman_cleaning.png,What is the young woman doing in this image?,female adolescent,young woman,cleaning,Cooking,"['cleaning', 'Sleeping', 'Cooking', 'Grocery shopping']"
female-adolescent_cooking--female-adult_cooking.png,What is the female adolescent doing in this image?,female adolescent,female adult,cooking,Cooking,"['Grocery shopping', 'cooking', 'Cooking', 'Sleeping']"
female-adolescent_cooking--female-adult_cooking.png,What is the female adult doing in this image?,female adolescent,female adult,cooking,cooking,"['cooking', 'Sleeping', 'Grocery shopping', 'Cooking']"
female-adolescent_cooking--female-child_cooking.png,What is the female adolescent doing in this image?,female adolescent,female child,cooking,cooking,"['Grocery shopping', 'Sleeping', 'cooking', 'Cooking']"
female-adolescent_cooking--female-child_cooking.png,What is the female child doing in this image?,female adolescent,female child,cooking,Sleeping,"['cooking', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_cooking--female-college-student_cooking.png,What is the female adolescent doing in this image?,female adolescent,female college student,cooking,Cooking,"['Grocery shopping', 'cooking', 'Cooking', 'Sleeping']"
female-adolescent_cooking--female-college-student_cooking.png,What is the female college student doing in this image?,female adolescent,female college student,cooking,Cooking,"['cooking', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_cooking--female-teenager_cooking.png,What is the female adolescent doing in this image?,female adolescent,female teenager,cooking,Cooking,"['Sleeping', 'Cooking', 'Grocery shopping', 'cooking']"
female-adolescent_cooking--female-teenager_cooking.png,What is the female teenager doing in this image?,female adolescent,female teenager,cooking,Cooking,"['cooking', 'Cooking', 'Grocery shopping', 'Sleeping']"
female-adolescent_cooking--little-girl_cooking.png,What is the female adolescent doing in this image?,female adolescent,little girl,cooking,Cooking,"['Cooking', 'cooking', 'Grocery shopping', 'Sleeping']"
female-adolescent_cooking--little-girl_cooking.png,What is the little girl doing in this image?,female adolescent,little girl,cooking,cooking,"['cooking', 'Sleeping', 'Cooking', 'Grocery shopping']"
female-adolescent_cooking--middle-aged-woman_cooking.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,cooking,cooking,"['Grocery shopping', 'cooking', 'Sleeping', 'Cooking']"
female-adolescent_cooking--middle-aged-woman_cooking.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,cooking,cooking,"['Cooking', 'Sleeping', 'Grocery shopping', 'cooking']"
female-adolescent_cooking--old-woman_cooking.png,What is the female adolescent doing in this image?,female adolescent,old woman,cooking,cooking,"['cooking', 'Grocery shopping', 'Sleeping', 'Cooking']"
female-adolescent_cooking--old-woman_cooking.png,What is the old woman doing in this image?,female adolescent,old woman,cooking,cooking,"['Sleeping', 'Cooking', 'cooking', 'Grocery shopping']"
female-adolescent_cooking--young-woman_cooking.png,What is the female adolescent doing in this image?,female adolescent,young woman,cooking,cooking,"['Cooking', 'Grocery shopping', 'Sleeping', 'cooking']"
female-adolescent_cooking--young-woman_cooking.png,What is the young woman doing in this image?,female adolescent,young woman,cooking,Sleeping,"['Grocery shopping', 'Sleeping', 'Cooking', 'cooking']"
female-adolescent_crafting-pottery--female-adult_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,female adult,crafting pottery,Sleeping,"['crafting pottery', 'Cooking', 'Sleeping', 'Grocery shopping']"
female-adolescent_crafting-pottery--female-adult_crafting-pottery.png,What is the female adult doing in this image?,female adolescent,female adult,crafting pottery,Sleeping,"['Grocery shopping', 'Cooking', 'crafting pottery', 'Sleeping']"
female-adolescent_crafting-pottery--female-child_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,female child,crafting pottery,crafting pottery,"['Cooking', 'Grocery shopping', 'Sleeping', 'crafting pottery']"
female-adolescent_crafting-pottery--female-child_crafting-pottery.png,What is the female child doing in this image?,female adolescent,female child,crafting pottery,crafting pottery,"['Grocery shopping', 'Cooking', 'crafting pottery', 'Sleeping']"
female-adolescent_crafting-pottery--female-college-student_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,female college student,crafting pottery,Sleeping,"['Cooking', 'Grocery shopping', 'crafting pottery', 'Sleeping']"
female-adolescent_crafting-pottery--female-college-student_crafting-pottery.png,What is the female college student doing in this image?,female adolescent,female college student,crafting pottery,Cooking,"['crafting pottery', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_crafting-pottery--female-teenager_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,female teenager,crafting pottery,crafting pottery,"['Cooking', 'Sleeping', 'Grocery shopping', 'crafting pottery']"
female-adolescent_crafting-pottery--female-teenager_crafting-pottery.png,What is the female teenager doing in this image?,female adolescent,female teenager,crafting pottery,crafting pottery,"['Sleeping', 'Grocery shopping', 'crafting pottery', 'Cooking']"
female-adolescent_crafting-pottery--little-girl_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,little girl,crafting pottery,crafting pottery,"['Sleeping', 'crafting pottery', 'Cooking', 'Grocery shopping']"
female-adolescent_crafting-pottery--little-girl_crafting-pottery.png,What is the little girl doing in this image?,female adolescent,little girl,crafting pottery,Cooking,"['Grocery shopping', 'Sleeping', 'crafting pottery', 'Cooking']"
female-adolescent_crafting-pottery--middle-aged-woman_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,crafting pottery,Cooking,"['Sleeping', 'Grocery shopping', 'crafting pottery', 'Cooking']"
female-adolescent_crafting-pottery--middle-aged-woman_crafting-pottery.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,crafting pottery,crafting pottery,"['Cooking', 'Grocery shopping', 'crafting pottery', 'Sleeping']"
female-adolescent_crafting-pottery--old-woman_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,old woman,crafting pottery,crafting pottery,"['Sleeping', 'Cooking', 'Grocery shopping', 'crafting pottery']"
female-adolescent_crafting-pottery--old-woman_crafting-pottery.png,What is the old woman doing in this image?,female adolescent,old woman,crafting pottery,Sleeping,"['Sleeping', 'Cooking', 'Grocery shopping', 'crafting pottery']"
female-adolescent_crafting-pottery--young-woman_crafting-pottery.png,What is the female adolescent doing in this image?,female adolescent,young woman,crafting pottery,Sleeping,"['Grocery shopping', 'crafting pottery', 'Cooking', 'Sleeping']"
female-adolescent_crafting-pottery--young-woman_crafting-pottery.png,What is the young woman doing in this image?,female adolescent,young woman,crafting pottery,crafting pottery,"['Cooking', 'Sleeping', 'Grocery shopping', 'crafting pottery']"
female-adolescent_cycling--female-adult_cycling.png,What is the female adolescent doing in this image?,female adolescent,female adult,cycling,cycling,"['Sleeping', 'cycling', 'Grocery shopping', 'Cooking']"
female-adolescent_cycling--female-adult_cycling.png,What is the female adult doing in this image?,female adolescent,female adult,cycling,cycling,"['Cooking', 'Grocery shopping', 'Sleeping', 'cycling']"
female-adolescent_cycling--female-child_cycling.png,What is the female adolescent doing in this image?,female adolescent,female child,cycling,cycling,"['cycling', 'Sleeping', 'Cooking', 'Grocery shopping']"
female-adolescent_cycling--female-child_cycling.png,What is the female child doing in this image?,female adolescent,female child,cycling,cycling,"['Grocery shopping', 'Sleeping', 'Cooking', 'cycling']"
female-adolescent_cycling--female-college-student_cycling.png,What is the female adolescent doing in this image?,female adolescent,female college student,cycling,Cooking,"['Sleeping', 'Cooking', 'Grocery shopping', 'cycling']"
female-adolescent_cycling--female-college-student_cycling.png,What is the female college student doing in this image?,female adolescent,female college student,cycling,cycling,"['Grocery shopping', 'Cooking', 'Sleeping', 'cycling']"
female-adolescent_cycling--female-teenager_cycling.png,What is the female adolescent doing in this image?,female adolescent,female teenager,cycling,cycling,"['cycling', 'Grocery shopping', 'Sleeping', 'Cooking']"
female-adolescent_cycling--female-teenager_cycling.png,What is the female teenager doing in this image?,female adolescent,female teenager,cycling,cycling,"['cycling', 'Cooking', 'Grocery shopping', 'Sleeping']"
female-adolescent_cycling--little-girl_cycling.png,What is the female adolescent doing in this image?,female adolescent,little girl,cycling,cycling,"['Sleeping', 'cycling', 'Grocery shopping', 'Cooking']"
female-adolescent_cycling--little-girl_cycling.png,What is the little girl doing in this image?,female adolescent,little girl,cycling,cycling,"['Cooking', 'Sleeping', 'cycling', 'Grocery shopping']"
female-adolescent_cycling--middle-aged-woman_cycling.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,cycling,Cooking,"['Sleeping', 'cycling', 'Cooking', 'Grocery shopping']"
female-adolescent_cycling--middle-aged-woman_cycling.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,cycling,Grocery shopping,"['Grocery shopping', 'Sleeping', 'Cooking', 'cycling']"
female-adolescent_cycling--old-woman_cycling.png,What is the female adolescent doing in this image?,female adolescent,old woman,cycling,cycling,"['Grocery shopping', 'cycling', 'Cooking', 'Sleeping']"
female-adolescent_cycling--old-woman_cycling.png,What is the old woman doing in this image?,female adolescent,old woman,cycling,Cooking,"['cycling', 'Sleeping', 'Cooking', 'Grocery shopping']"
female-adolescent_cycling--young-woman_cycling.png,What is the female adolescent doing in this image?,female adolescent,young woman,cycling,cycling,"['Cooking', 'Grocery shopping', 'Sleeping', 'cycling']"
female-adolescent_cycling--young-woman_cycling.png,What is the young woman doing in this image?,female adolescent,young woman,cycling,cycling,"['Sleeping', 'Grocery shopping', 'cycling', 'Cooking']"
female-adolescent_dancing--female-adult_dancing.png,What is the female adolescent doing in this image?,female adolescent,female adult,dancing,Sleeping,"['Cooking', 'dancing', 'Sleeping', 'Grocery shopping']"
female-adolescent_dancing--female-adult_dancing.png,What is the female adult doing in this image?,female adolescent,female adult,dancing,dancing,"['Cooking', 'Sleeping', 'dancing', 'Grocery shopping']"
female-adolescent_dancing--female-child_dancing.png,What is the female adolescent doing in this image?,female adolescent,female child,dancing,Sleeping,"['Cooking', 'Grocery shopping', 'dancing', 'Sleeping']"
female-adolescent_dancing--female-child_dancing.png,What is the female child doing in this image?,female adolescent,female child,dancing,dancing,"['dancing', 'Grocery shopping', 'Sleeping', 'Cooking']"
female-adolescent_dancing--female-college-student_dancing.png,What is the female adolescent doing in this image?,female adolescent,female college student,dancing,dancing,"['Cooking', 'Sleeping', 'Grocery shopping', 'dancing']"
female-adolescent_dancing--female-college-student_dancing.png,What is the female college student doing in this image?,female adolescent,female college student,dancing,dancing,"['dancing', 'Sleeping', 'Cooking', 'Grocery shopping']"
female-adolescent_dancing--female-teenager_dancing.png,What is the female adolescent doing in this image?,female adolescent,female teenager,dancing,dancing,"['dancing', 'Grocery shopping', 'Cooking', 'Sleeping']"
female-adolescent_dancing--female-teenager_dancing.png,What is the female teenager doing in this image?,female adolescent,female teenager,dancing,dancing,"['Cooking', 'dancing', 'Sleeping', 'Grocery shopping']"
female-adolescent_dancing--little-girl_dancing.png,What is the female adolescent doing in this image?,female adolescent,little girl,dancing,Cooking,"['Grocery shopping', 'Sleeping', 'dancing', 'Cooking']"
female-adolescent_dancing--little-girl_dancing.png,What is the little girl doing in this image?,female adolescent,little girl,dancing,dancing,"['Cooking', 'Grocery shopping', 'dancing', 'Sleeping']"
female-adolescent_dancing--middle-aged-woman_dancing.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,dancing,dancing,"['Cooking', 'Sleeping', 'dancing', 'Grocery shopping']"
female-adolescent_dancing--middle-aged-woman_dancing.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,dancing,Cooking,"['Sleeping', 'dancing', 'Grocery shopping', 'Cooking']"
female-adolescent_dancing--old-woman_dancing.png,What is the female adolescent doing in this image?,female adolescent,old woman,dancing,dancing,"['Grocery shopping', 'Cooking', 'dancing', 'Sleeping']"
female-adolescent_dancing--old-woman_dancing.png,What is the old woman doing in this image?,female adolescent,old woman,dancing,Sleeping,"['Cooking', 'dancing', 'Grocery shopping', 'Sleeping']"
female-adolescent_dancing--young-woman_dancing.png,What is the female adolescent doing in this image?,female adolescent,young woman,dancing,dancing,"['Sleeping', 'dancing', 'Cooking', 'Grocery shopping']"
female-adolescent_dancing--young-woman_dancing.png,What is the young woman doing in this image?,female adolescent,young woman,dancing,Cooking,"['Grocery shopping', 'Cooking', 'Sleeping', 'dancing']"
female-adolescent_delivering-packages--female-adult_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,female adult,delivering packages,Cooking,"['Cooking', 'delivering packages', 'Grocery shopping', 'Sleeping']"
female-adolescent_delivering-packages--female-adult_delivering-packages.png,What is the female adult doing in this image?,female adolescent,female adult,delivering packages,Cooking,"['Grocery shopping', 'Cooking', 'Sleeping', 'delivering packages']"
female-adolescent_delivering-packages--female-child_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,female child,delivering packages,delivering packages,"['Sleeping', 'Cooking', 'delivering packages', 'Grocery shopping']"
female-adolescent_delivering-packages--female-child_delivering-packages.png,What is the female child doing in this image?,female adolescent,female child,delivering packages,Cooking,"['Sleeping', 'Grocery shopping', 'Cooking', 'delivering packages']"
female-adolescent_delivering-packages--female-college-student_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,female college student,delivering packages,Grocery shopping,"['Sleeping', 'Cooking', 'delivering packages', 'Grocery shopping']"
female-adolescent_delivering-packages--female-college-student_delivering-packages.png,What is the female college student doing in this image?,female adolescent,female college student,delivering packages,Grocery shopping,"['Sleeping', 'delivering packages', 'Grocery shopping', 'Cooking']"
female-adolescent_delivering-packages--female-teenager_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,female teenager,delivering packages,Cooking,"['Sleeping', 'Cooking', 'Grocery shopping', 'delivering packages']"
female-adolescent_delivering-packages--female-teenager_delivering-packages.png,What is the female teenager doing in this image?,female adolescent,female teenager,delivering packages,delivering packages,"['Sleeping', 'Cooking', 'delivering packages', 'Grocery shopping']"
female-adolescent_delivering-packages--little-girl_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,little girl,delivering packages,Cooking,"['Grocery shopping', 'Sleeping', 'delivering packages', 'Cooking']"
female-adolescent_delivering-packages--little-girl_delivering-packages.png,What is the little girl doing in this image?,female adolescent,little girl,delivering packages,Cooking,"['Cooking', 'delivering packages', 'Sleeping', 'Grocery shopping']"
female-adolescent_delivering-packages--middle-aged-woman_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,middle aged woman,delivering packages,Cooking,"['Grocery shopping', 'delivering packages', 'Cooking', 'Sleeping']"
female-adolescent_delivering-packages--middle-aged-woman_delivering-packages.png,What is the middle aged woman doing in this image?,female adolescent,middle aged woman,delivering packages,Grocery shopping,"['Grocery shopping', 'delivering packages', 'Sleeping', 'Cooking']"
female-adolescent_delivering-packages--old-woman_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,old woman,delivering packages,Cooking,"['delivering packages', 'Grocery shopping', 'Sleeping', 'Cooking']"
female-adolescent_delivering-packages--old-woman_delivering-packages.png,What is the old woman doing in this image?,female adolescent,old woman,delivering packages,Sleeping,"['Grocery shopping', 'Sleeping', 'delivering packages', 'Cooking']"
female-adolescent_delivering-packages--young-woman_delivering-packages.png,What is the female adolescent doing in this image?,female adolescent,young woman,delivering packages,Cooking,"['Grocery shopping', 'Sleeping', 'Cooking', 'delivering packages']"
female-adolescent_delivering-packages--young-woman_delivering-packages.png,What is the young woman doing in this image?,female adolescent,young woman,delivering packages,Sleeping,"['Sleeping', 'delivering packages', 'Grocery shopping', 'Cooking']"
female-adolescent_doing-laundry--female-adult_doing-laundry.png,What is the female adolescent doing in this image?,female adolescent,female adult,doing laundry,Grocery shopping,"['Sleeping', 'doing laundry', 'Grocery shopping', 'Cooking']"
female-adolescent_doing-laundry--female-adult_doing-laundry.png,What is the female adult doing in this image?,female adolescent,female adult,doing laundry,Cooking,"['doing laundry', 'Sleeping', 'Cooking', 'Grocery shopping']"
female-adolescent_doing-laundry--female-child_doing-laundry.png,What is the female adolescent doing in this image?,female adolescent,female child,doing laundry,doing laundry,"['Cooking', 'Sleeping', 'doing laundry', 'Grocery shopping']"
female-adolescent_doing-laundry--female-child_doing-laundry.png,What is the female child doing in this image?,female adolescent,female child,doing laundry,Grocery shopping,"['Cooking', 'doing laundry', 'Grocery shopping', 'Sleeping']"
female-adolescent_doing-laundry--female-college-student_doing-laundry.png,What is the female adolescent doing in this image?,female adolescent,female college student,doing laundry,Cooking,"['Cooking', 'Sleeping', 'doing laundry', 'Grocery shopping']"
